,Country,EdLevel,YearsCodePro,Salary,Age
13085,USA,Master’s degree,4.0,120000.0,25-34 years old
13086,Sweden,Bachelor’s degree,4.0,45408.0,25-34 years old
13090,Romania,Bachelor’s degree,5.0,51024.0,25-34 years old
13092,Ruassia,Less than a Bachelors,7.0,69828.0,35-44 years old
13093,Norway,Master’s degree,12.0,102501.0,35-44 years old
13097,Finland,Less than a Bachelors,10.0,67561.0,35-44 years old
13100,Norway,Master’s degree,3.0,64737.0,25-34 years old
13101,France,Master’s degree,5.0,32424.0,18-24 years old
13103,Germany,Master’s degree,14.0,77832.0,35-44 years old
13106,South Africa,Bachelor’s degree,9.0,69792.0,25-34 years old
13107,Germany,Less than a Bachelors,11.0,47563.0,35-44 years old
13108,Netherlands,Bachelor’s degree,2.0,41508.0,25-34 years old
13109,France,Master’s degree,18.0,51887.0,25-34 years old
13110,India,Bachelor’s degree,2.0,44678.0,18-24 years old
13113,China,Bachelor’s degree,15.0,39295.0,35-44 years old
13114,Spain,Master’s degree,2.0,30267.0,25-34 years old
13121,Belgium,Master’s degree,4.0,32429.0,25-34 years old
13122,Germany,Master’s degree,23.0,94045.0,45-54 years old
13125,Norway,Bachelor’s degree,2.0,63444.0,25-34 years old
13130,Spain,Less than a Bachelors,12.0,31348.0,35-44 years old
13132,India,Bachelor’s degree,5.0,13962.0,25-34 years old
13134,India,Bachelor’s degree,7.0,20943.0,25-34 years old
13137,Germany,Master’s degree,5.0,54480.0,25-34 years old
13139,UK,Master’s degree,9.0,54289.0,25-34 years old
13140,Norway,Post grad,11.0,62579.0,35-44 years old
13141,Spain,Bachelor’s degree,19.0,43239.0,35-44 years old
13144,Poland,Less than a Bachelors,2.0,15192.0,18-24 years old
13145,Sweden,Less than a Bachelors,7.0,61368.0,25-34 years old
13148,Pakistan,Bachelor’s degree,2.0,14784.0,25-34 years old
13149,Sweden,Master’s degree,4.0,38292.0,18-24 years old
13152,Turkey,Bachelor’s degree,2.0,11832.0,18-24 years old
13154,Austria,Less than a Bachelors,15.0,46704.0,35-44 years old
13156,Germany,Less than a Bachelors,4.0,45396.0,18-24 years old
13161,Canada,Post grad,8.0,196641.0,35-44 years old
13165,Spain,Less than a Bachelors,5.0,45401.0,25-34 years old
13166,Czech Republic,Bachelor’s degree,8.0,34296.0,25-34 years old
13169,Netherlands,Bachelor’s degree,18.0,48644.0,45-54 years old
13174,France,Post grad,10.0,67021.0,35-44 years old
13175,France,Master’s degree,3.0,39996.0,25-34 years old
13178,Norway,Master’s degree,17.0,151054.0,35-44 years old
13179,Germany,Bachelor’s degree,5.0,53184.0,25-34 years old
13180,Poland,Post grad,2.0,33408.0,35-44 years old
13182,India,Bachelor’s degree,6.0,20943.0,25-34 years old
13184,Denmark,Less than a Bachelors,5.0,101311.0,45-54 years old
13186,Sweden,Less than a Bachelors,10.0,49212.0,25-34 years old
13187,Italy,Less than a Bachelors,10.0,43239.0,25-34 years old
13188,Germany,Less than a Bachelors,5.0,45401.0,25-34 years old
13189,Germany,Less than a Bachelors,7.0,51887.0,25-34 years old
13193,France,Master’s degree,10.0,59454.0,35-44 years old
13195,Netherlands,Bachelor’s degree,13.0,49296.0,25-34 years old
13197,Ukraine,Less than a Bachelors,6.0,44040.0,35-44 years old
13198,Ruassia,Master’s degree,4.0,17300.0,35-44 years old
13199,Italy,Master’s degree,2.0,27025.0,25-34 years old
13201,UK,Less than a Bachelors,5.0,51704.0,18-24 years old
13204,Spain,Less than a Bachelors,12.0,38916.0,35-44 years old
13205,Italy,Post grad,11.0,70264.0,35-44 years old
13208,Norway,Master’s degree,2.0,65816.0,25-34 years old
13209,Germany,Bachelor’s degree,5.0,46704.0,25-34 years old
13211,Netherlands,Less than a Bachelors,19.0,79980.0,35-44 years old
13215,Czech Republic,Master’s degree,11.0,27540.0,35-44 years old
13216,Spain,Bachelor’s degree,3.0,32429.0,25-34 years old
13221,France,Master’s degree,15.0,49296.0,35-44 years old
13224,South Africa,Bachelor’s degree,6.0,68856.0,35-44 years old
13225,Netherlands,Bachelor’s degree,8.0,59676.0,25-34 years old
13231,Italy,Bachelor’s degree,5.0,34591.0,25-34 years old
13234,Denmark,Less than a Bachelors,35.0,121572.0,55-64 years old
13235,Pakistan,Bachelor’s degree,1.0,11676.0,18-24 years old
13237,Germany,Less than a Bachelors,23.0,68102.0,45-54 years old
13238,Greece,Bachelor’s degree,4.0,19452.0,25-34 years old
13242,Ukraine,Master’s degree,4.0,30000.0,18-24 years old
13243,Poland,Post grad,6.0,36444.0,25-34 years old
13244,India,Bachelor’s degree,5.0,24084.0,25-34 years old
13248,Denmark,Bachelor’s degree,3.0,67728.0,25-34 years old
13250,Italy,Master’s degree,2.0,18156.0,25-34 years old
13251,Romania,Bachelor’s degree,8.0,103408.0,25-34 years old
13254,Spain,Post grad,15.0,81074.0,35-44 years old
13255,Czech Republic,Master’s degree,9.0,45732.0,25-34 years old
13256,USA,Bachelor’s degree,4.0,85000.0,25-34 years old
13257,UK,Bachelor’s degree,2.0,34900.0,45-54 years old
13261,Israel,Bachelor’s degree,11.0,154104.0,25-34 years old
13263,Spain,Bachelor’s degree,15.0,64859.0,35-44 years old
13265,Italy,Less than a Bachelors,11.0,36753.0,25-34 years old
13269,Turkey,Bachelor’s degree,6.0,19728.0,25-34 years old
13272,Germany,Bachelor’s degree,4.0,72636.0,18-24 years old
13274,Greece,Less than a Bachelors,2.0,11028.0,18-24 years old
13275,Germany,Master’s degree,14.0,71345.0,35-44 years old
13277,Greece,Master’s degree,7.0,38874.0,25-34 years old
13279,UK,Master’s degree,39.0,69800.0,55-64 years old
13283,Spain,Bachelor’s degree,10.0,70264.0,25-34 years old
13286,Netherlands,Bachelor’s degree,6.0,48644.0,25-34 years old
13288,UK,Master’s degree,5.0,93067.0,25-34 years old
13291,Switzerland,Bachelor’s degree,11.0,127061.0,25-34 years old
13292,Netherlands,Master’s degree,4.0,42288.0,18-24 years old
13298,Finland,Less than a Bachelors,25.0,71345.0,45-54 years old
13303,Germany,Less than a Bachelors,0.5,25944.0,18-24 years old
13307,Greece,Bachelor’s degree,3.0,14268.0,25-34 years old
13308,UK,Bachelor’s degree,10.0,86604.0,25-34 years old
13311,UK,Bachelor’s degree,4.0,28437.0,18-24 years old
13317,France,Master’s degree,6.0,31132.0,25-34 years old
13325,UK,Master’s degree,2.0,58167.0,25-34 years old
13326,Germany,Less than a Bachelors,3.0,44969.0,18-24 years old
13327,Portugal,Bachelor’s degree,22.0,67452.0,35-44 years old
13331,Italy,Master’s degree,15.0,25944.0,35-44 years old
13332,Spain,Bachelor’s degree,3.0,36753.0,25-34 years old
13338,France,Bachelor’s degree,3.0,32424.0,25-34 years old
13342,China,Bachelor’s degree,1.0,25721.0,18-24 years old
13343,Germany,Bachelor’s degree,6.0,61616.0,25-34 years old
13345,Ukraine,Master’s degree,6.0,83196.0,25-34 years old
13346,Germany,Bachelor’s degree,12.0,48644.0,25-34 years old
13349,France,Master’s degree,12.0,64859.0,25-34 years old
13350,South Africa,Less than a Bachelors,4.0,40032.0,25-34 years old
13352,Switzerland,Bachelor’s degree,10.0,100020.0,25-34 years old
13355,France,Master’s degree,2.0,32652.0,18-24 years old
13356,Turkey,Bachelor’s degree,12.0,49308.0,25-34 years old
13357,Germany,Bachelor’s degree,2.0,54049.0,25-34 years old
13358,Switzerland,Less than a Bachelors,4.0,101852.0,18-24 years old
13362,France,Master’s degree,14.0,64859.0,35-44 years old
13364,Belgium,Master’s degree,6.0,75669.0,35-44 years old
13369,Ruassia,Bachelor’s degree,5.0,70774.0,25-34 years old
13370,Norway,Bachelor’s degree,8.0,129474.0,25-34 years old
13373,Spain,Less than a Bachelors,10.0,32429.0,25-34 years old
13375,China,Bachelor’s degree,6.0,17148.0,35-44 years old
13376,South Africa,Bachelor’s degree,2.0,26016.0,18-24 years old
13380,Denmark,Master’s degree,3.0,59052.0,25-34 years old
13384,Germany,Master’s degree,15.0,91883.0,25-34 years old
13389,Netherlands,Less than a Bachelors,13.0,65940.0,25-34 years old
13390,Germany,Less than a Bachelors,11.0,62268.0,25-34 years old
13391,India,Bachelor’s degree,10.0,27923.0,25-34 years old
13400,Netherlands,Less than a Bachelors,8.0,42804.0,25-34 years old
13404,Australia,Bachelor’s degree,3.0,80172.0,25-34 years old
13405,Netherlands,Bachelor’s degree,4.0,58368.0,25-34 years old
13408,Sweden,Master’s degree,5.0,69960.0,25-34 years old
13410,France,Master’s degree,5.0,48644.0,25-34 years old
13412,India,Master’s degree,6.0,29320.0,25-34 years old
13414,Poland,Bachelor’s degree,1.0,15792.0,18-24 years old
13415,Italy,Less than a Bachelors,10.0,37294.0,25-34 years old
13418,France,Bachelor’s degree,2.0,25944.0,18-24 years old
13420,Czech Republic,Post grad,12.0,27804.0,35-44 years old
13421,Norway,Master’s degree,0.5,64737.0,25-34 years old
13422,Israel,Less than a Bachelors,10.0,117324.0,25-34 years old
13423,Austria,Master’s degree,13.0,62697.0,35-44 years old
13424,Austria,Master’s degree,5.0,47011.0,25-34 years old
13425,USA,Bachelor’s degree,4.0,95000.0,25-34 years old
13426,Romania,Master’s degree,4.0,27684.0,18-24 years old
13427,Netherlands,Bachelor’s degree,1.0,35672.0,18-24 years old
13429,Germany,Master’s degree,3.0,71340.0,25-34 years old
13432,Sweden,Bachelor’s degree,30.0,78552.0,35-44 years old
13434,Germany,Less than a Bachelors,16.0,41508.0,25-34 years old
13436,Turkey,Bachelor’s degree,2.0,29580.0,18-24 years old
13437,UK,Master’s degree,5.0,52996.0,25-34 years old
13438,Germany,Master’s degree,11.0,140527.0,25-34 years old
13442,India,Bachelor’s degree,2.0,64224.0,18-24 years old
13443,Germany,Bachelor’s degree,6.0,71345.0,25-34 years old
13446,Poland,Master’s degree,12.0,48600.0,25-34 years old
13447,France,Master’s degree,4.0,43780.0,18-24 years old
13448,Netherlands,Bachelor’s degree,11.0,72145.0,35-44 years old
13456,Pakistan,Bachelor’s degree,6.0,19452.0,25-34 years old
13459,Sweden,Master’s degree,0.5,41724.0,25-34 years old
13463,Germany,Master’s degree,3.0,64859.0,25-34 years old
13467,Greece,Less than a Bachelors,1.0,12972.0,35-44 years old
13469,Germany,Post grad,11.0,64859.0,35-44 years old
13470,Germany,Less than a Bachelors,5.0,51888.0,18-24 years old
13475,India,Bachelor’s degree,9.0,90751.0,25-34 years old
13481,UK,Bachelor’s degree,11.0,155111.0,25-34 years old
13482,Israel,Post grad,14.0,157596.0,35-44 years old
13487,Czech Republic,Less than a Bachelors,10.0,51960.0,35-44 years old
13492,South Africa,Less than a Bachelors,7.0,20016.0,25-34 years old
13498,France,Master’s degree,8.0,60535.0,25-34 years old
13499,Norway,Master’s degree,6.0,83619.0,25-34 years old
13503,Germany,Bachelor’s degree,6.0,45401.0,25-34 years old
13504,Netherlands,Less than a Bachelors,6.0,44100.0,35-44 years old
13507,Austria,Less than a Bachelors,13.0,25944.0,35-44 years old
13508,France,Master’s degree,2.0,32429.0,25-34 years old
13510,UK,Bachelor’s degree,4.0,77556.0,25-34 years old
13512,India,Bachelor’s degree,3.0,22339.0,18-24 years old
13516,UK,Master’s degree,7.0,84019.0,25-34 years old
13518,Germany,Bachelor’s degree,3.0,51293.0,25-34 years old
13522,Greece,Master’s degree,2.0,16860.0,18-24 years old
13523,UK,Post grad,7.0,103408.0,25-34 years old
13524,India,Less than a Bachelors,9.0,12566.0,25-34 years old
13529,Germany,Less than a Bachelors,22.0,90802.0,35-44 years old
13530,Spain,Post grad,4.0,38915.0,18-24 years old
13531,India,Master’s degree,6.0,16754.0,25-34 years old
13538,South Africa,Bachelor’s degree,5.0,33358.0,25-34 years old
13540,UK,Bachelor’s degree,20.0,129259.0,35-44 years old
13544,Germany,Bachelor’s degree,10.0,70264.0,25-34 years old
13548,Switzerland,Bachelor’s degree,12.0,121979.0,35-44 years old
13550,Finland,Bachelor’s degree,13.0,32424.0,35-44 years old
13552,Pakistan,Bachelor’s degree,4.0,10512.0,25-34 years old
13555,France,Master’s degree,6.0,51887.0,25-34 years old
13556,Austria,Bachelor’s degree,4.0,24214.0,25-34 years old
13565,Austria,Master’s degree,12.0,80965.0,25-34 years old
13566,Norway,Master’s degree,3.0,79843.0,25-34 years old
13568,Greece,Bachelor’s degree,20.0,34051.0,35-44 years old
13570,India,Less than a Bachelors,3.0,27923.0,18-24 years old
13572,UK,Less than a Bachelors,4.0,21328.0,25-34 years old
13576,UK,Bachelor’s degree,14.0,67215.0,35-44 years old
13578,Germany,Less than a Bachelors,4.0,38916.0,18-24 years old
13581,Italy,Master’s degree,7.0,48644.0,35-44 years old
13584,India,Bachelor’s degree,4.0,48866.0,25-34 years old
13586,Belgium,Bachelor’s degree,10.0,54480.0,25-34 years old
13590,South Africa,Bachelor’s degree,15.0,50037.0,35-44 years old
13593,Ruassia,Master’s degree,5.0,13212.0,25-34 years old
13595,Switzerland,Bachelor’s degree,12.0,96566.0,35-44 years old
13596,India,Bachelor’s degree,8.0,16752.0,25-34 years old
13598,South Africa,Bachelor’s degree,3.0,44033.0,25-34 years old
13599,Czech Republic,Less than a Bachelors,25.0,36372.0,45-54 years old
13600,Switzerland,Bachelor’s degree,5.0,82944.0,18-24 years old
13605,Germany,Master’s degree,4.0,45396.0,35-44 years old
13606,Finland,Master’s degree,4.0,54480.0,25-34 years old
13615,India,Bachelor’s degree,8.0,21501.0,25-34 years old
13617,Switzerland,Master’s degree,1.0,75624.0,25-34 years old
13618,France,Master’s degree,6.0,46482.0,25-34 years old
13619,Sweden,Less than a Bachelors,8.0,125184.0,25-34 years old
13620,France,Master’s degree,1.0,34591.0,25-34 years old
13623,Sweden,Less than a Bachelors,10.0,81624.0,35-44 years old
13624,Greece,Master’s degree,1.0,13015.0,25-34 years old
13626,UK,Master’s degree,10.0,54289.0,35-44 years old
13631,UK,Post grad,5.0,91774.0,35-44 years old
13632,Spain,Bachelor’s degree,3.0,37834.0,25-34 years old
13639,UK,Master’s degree,7.0,42656.0,25-34 years old
13642,Romania,Master’s degree,2.0,27144.0,35-44 years old
13643,Germany,Master’s degree,18.0,75669.0,35-44 years old
13644,Italy,Master’s degree,2.0,21620.0,25-34 years old
13647,Ruassia,Master’s degree,15.0,40572.0,35-44 years old
13649,Italy,Post grad,25.0,25944.0,35-44 years old
13650,Spain,Master’s degree,5.0,37834.0,25-34 years old
13651,Spain,Bachelor’s degree,6.0,18377.0,25-34 years old
13653,Germany,Master’s degree,6.0,91883.0,25-34 years old
13655,Norway,Master’s degree,5.0,64737.0,25-34 years old
13656,Finland,Master’s degree,4.0,56211.0,25-34 years old
13661,Germany,Bachelor’s degree,19.0,108098.0,35-44 years old
13666,Romania,Bachelor’s degree,6.0,54276.0,25-34 years old
13667,Denmark,Master’s degree,20.0,115784.0,45-54 years old
13668,Netherlands,Bachelor’s degree,7.0,58368.0,25-34 years old
13672,UK,Bachelor’s degree,2.0,28437.0,25-34 years old
13673,UK,Bachelor’s degree,2.0,46533.0,18-24 years old
13674,Germany,Less than a Bachelors,13.0,48644.0,35-44 years old
13675,France,Master’s degree,13.0,48644.0,45-54 years old
13677,South Africa,Bachelor’s degree,17.0,68856.0,35-44 years old
13681,Spain,Less than a Bachelors,3.0,27025.0,25-34 years old
13683,Sweden,Less than a Bachelors,8.0,42960.0,35-44 years old
13686,India,Bachelor’s degree,10.0,24433.0,25-34 years old
13689,Germany,Less than a Bachelors,8.0,51888.0,25-34 years old
13691,UK,Bachelor’s degree,11.0,85311.0,25-34 years old
13698,Poland,Master’s degree,16.0,75937.0,35-44 years old
13702,Netherlands,Master’s degree,10.0,54480.0,25-34 years old
13704,Germany,Bachelor’s degree,2.0,12972.0,25-34 years old
13706,Spain,Master’s degree,8.0,97288.0,35-44 years old
13707,UK,Bachelor’s degree,4.0,38778.0,25-34 years old
13708,Germany,Master’s degree,25.0,103776.0,45-54 years old
13709,Germany,Less than a Bachelors,15.0,63564.0,35-44 years old
13711,India,Master’s degree,11.0,26527.0,35-44 years old
13713,Belgium,Bachelor’s degree,15.0,33204.0,35-44 years old
13715,Germany,Post grad,12.0,94045.0,35-44 years old
13718,Spain,Master’s degree,2.0,25944.0,25-34 years old
13721,Finland,Bachelor’s degree,3.0,45396.0,35-44 years old
13722,Poland,Less than a Bachelors,6.0,33408.0,25-34 years old
13723,Norway,Master’s degree,0.5,53948.0,25-34 years old
13728,UK,Bachelor’s degree,15.0,71093.0,35-44 years old
13729,UK,Post grad,14.0,142185.0,35-44 years old
13731,France,Master’s degree,5.0,39312.0,25-34 years old
13732,Sweden,Bachelor’s degree,11.0,65052.0,25-34 years old
13734,UK,Master’s degree,6.0,49119.0,35-44 years old
13736,Ukraine,Master’s degree,6.0,78300.0,25-34 years old
13739,France,Post grad,6.0,37834.0,25-34 years old
13742,Spain,Post grad,2.0,21079.0,18-24 years old
13754,Greece,Bachelor’s degree,2.0,10608.0,18-24 years old
13759,Poland,Master’s degree,13.0,57708.0,35-44 years old
13762,Poland,Less than a Bachelors,0.5,18228.0,18-24 years old
13764,Ruassia,Bachelor’s degree,10.0,19074.0,25-34 years old
13774,Germany,Less than a Bachelors,7.0,81074.0,25-34 years old
13775,UK,Less than a Bachelors,5.0,46533.0,25-34 years old
13776,Germany,Bachelor’s degree,9.0,64859.0,25-34 years old
13777,Spain,Less than a Bachelors,4.0,48644.0,25-34 years old
13781,Poland,Less than a Bachelors,5.0,21264.0,18-24 years old
13782,France,Post grad,20.0,129718.0,35-44 years old
13783,India,Bachelor’s degree,3.0,15358.0,25-34 years old
13787,Italy,Master’s degree,8.0,48644.0,35-44 years old
13789,France,Master’s degree,3.0,37834.0,25-34 years old
13791,Czech Republic,Less than a Bachelors,3.0,23388.0,18-24 years old
13793,Spain,Less than a Bachelors,6.0,35672.0,25-34 years old
13794,Germany,Master’s degree,15.0,118908.0,35-44 years old
13796,India,Bachelor’s degree,10.0,25131.0,25-34 years old
13801,India,Bachelor’s degree,2.0,12566.0,18-24 years old
13803,Germany,Post grad,14.0,64859.0,35-44 years old
13804,Germany,Bachelor’s degree,35.0,89721.0,55-64 years old
13806,Iran,Bachelor’s degree,25.0,57000.0,45-54 years old
13807,Spain,Bachelor’s degree,4.0,27025.0,18-24 years old
13811,UK,Bachelor’s degree,2.0,41363.0,25-34 years old
13817,Germany,Less than a Bachelors,3.0,59454.0,25-34 years old
13818,Czech Republic,Master’s degree,5.0,31176.0,25-34 years old
13819,France,Bachelor’s degree,4.0,34591.0,25-34 years old
13821,Sweden,Bachelor’s degree,12.0,77730.0,25-34 years old
13822,Italy,Master’s degree,12.0,27240.0,35-44 years old
13823,Poland,Master’s degree,3.0,72900.0,25-34 years old
13825,Sweden,Master’s degree,10.0,67500.0,25-34 years old
